"PARTICIPANT_NAME","TRADE_NAME","RANGE","CERTIFICAT","MODEL_TYPE","SOFTWARE_NAME","SOFTWARE_VERSION","FACTORY_COUNTRY","FACTORY_CITY","MODEL_NAME","SeasonalCooling | Pdesignc","SeasonalCooling | SEER","SeasonalCooling | Effsc","Seasonal Efficiency in Cooling | Pdesignc","Seasonal Efficiency in Cooling | SEER","Seasonal Efficiency in Cooling | Qce","Seasonal Efficiency in Cooling | SEER Class","Heating Average Climate | Pdesignh","Heating Average Climate | SCOP","Heating Average Climate | SCOP Class","Heating Average Climate | Qhe","SeasonalHeating | Pdesignh","SeasonalHeating | SCOP","SeasonalHeating | Effsh","Acoustic | LwO env","Acoustic | LwI1 env","Acoustic | LwI1 duct","Acoustic | LwI2 env","Acoustic | LwO duct","Acoustic | LwI2 duct","Acoustic in heating | LwO env in heating","Acoustic in heating | LwI1 env in heating","Acoustic in heating | LwI2 env in heating","Acoustic in heating | LwO duct in heating","Acoustic in heating | LwI1 duct in heating","Acoustic in heating | LwI duct2 in heating","Standard Cooling/Cooling PL Cond A | Pc","Standard Cooling/Cooling PL Cond A | Pec","Standard Cooling/Cooling PL Cond A | EER","Standard Cooling/Cooling PL Cond A | Ph","Standard Cooling/Cooling PL Cond A | COP","Standard Cooling/Cooling PL Cond A | EER Class","Standard Cooling/Cooling PL Cond A | Peh","Standard Cooling/Cooling PL Cond A | COP Class","Standard Cooling/Cooling PL Cond A | EER Class","Cooling PL CondB | Pc @ 30°C ","Cooling PL CondB | PcB","Cooling PL CondB | EER @ 30°C ","Cooling PL CondB | EERB","Cooling PL CondC | Pc @ 25°C","Cooling PL CondC | PcC","Cooling PL CondC | EER @ 25°C","Cooling PL CondC | EERC","Cooling PL CondD | Pc @ 20°C ","Cooling PL CondD | PcD","Cooling PL CondD | EER @ 20°C ","Cooling PL CondD | EERD","Standard Heating | Ph","Standard Heating | Ph","Standard Heating | Peh","Standard Heating | Peh","Standard Heating | COP","Standard Heating | COP","Heating PL CondA | Ph @ -7°C","Heating PL CondA | PhA","Heating PL CondA | COP @ -7°C","Heating PL CondA | COPA","Heating PL CondB | Ph @ +2°C","Heating PL CondB | PhB","Heating PL CondB | COP @ 2°C","Heating PL CondB | COPB","Heating PL CondC | Ph @ +7°C","Heating PL CondC | PhC","Heating PL CondC | COP @ +7°C","Heating PL CondC | COPC","Heating PL CondD | Ph @ +12°C","Heating PL CondD | PhD","Heating PL CondD | COP @ +12°C","Heating PL CondD | COPD","Bivalent Point | Tbiv","Bivalent Point | COP @ Tbiv","Bivalent Point | Ph TBiv","TOL Runing Test | TOL","TOL Runing Test | Ph_E","TOL Runing Test | COP_E","Heating Colder Climate | SCOP","Heating Colder Climate | SCOP Class_colder climate","Heating Colder Climate | SCOP Class_colder climate","Heating Colder Climate | Qhe","Bivalent Point Colder Climate | Tbiv_c","Bivalent Point Colder Climate | Ph @ Tbiv°C_c","Bivalent Point Colder Climate | COP @ Tbiv_c ","Heating Warmer Climate | SCOP","Heating Warmer Climate | SCOP Class_warmer climate","Heating Warmer Climate | Qhe","Poffc | Poff","Psbc | Psb","Psbc | Psbc","Ptoc | Pto","Pck | Pck","Poffh | Poffh","Psbh | Psbh","Psbh | Psbh","Ptoh | Ptoh","Pckh | Pckh","Cooling | EER @ 30°C ","Cooling | Pc @ 30°C ","Cooling | EER @ 25°C","Cooling | Pc @ 25°C","Cooling | EER @ 20°C ","Cooling | Pc @ 20°C ","Cooling | Pdesignc","Cooling | SEER","Cooling | Qce","PLH Heating Average Climate | COP @ -7°C","PLH Heating Average Climate | Ph @ -7°C","PLH Heating Average Climate | COP @ 2°C","PLH Heating Average Climate | Ph @ +2°C","PLH Heating Average Climate | COP @ +7°C","PLH Heating Average Climate | Ph @ +7°C","PLH Heating Average Climate | COP @ +12°C","PLH Heating Average Climate | Ph @ +12°C","PLH Heating Average Climate | Pdesignh","PLH Heating Average Climate | Qhe","PLH Heating Average Climate | SCOP","Psb, Pto and Poff | Poff","Psb, Pto and Poff | Psb","Psb, Pto and Poff | Pto","LRcontmin Cooling | LRcontminc","LRcontmin Cooling | CcpLRcontminc","LRcontmin Heating | LRcontminh","LRcontmin Heating | CcpLRcontminh","General | Inverter","General | Capacity Control","General | Main Power Supply","General | Refrigerant","General | Refr. Line","General | Mounting","General | No. of IU","General | IU Range Names","General | Initial Refrigerant Charge","Eligible_CEE | Eligible_CEE"
"MITSUBISHI ELECTRIC air conditioning systems europe ltd","MITSUBISHI ELECTRIC","P series","94.01.070","AC2/A/S/R","","","","","PUZ-ZM140VKA/PLA-ZM140EA","13.40","7.10","281.00","","","","","","","","","10.60","4.50","177.00","70","65","","","","","72","65","","","","","13.40","3.72","3.60","","","","","","","","9.90","","5.70","","6.40","","8.20","","4.50","","12.44","16.00","","4.31","","3.71","","","9.30","","2.80","","5.70","","4.60","","4.00","","6.01","","3.90","","7.30","-10","2.60","10.60","","","","","","","","","","","","","","","","15.00","","","","","15.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","Europe","230-1-50","R32","5m","Cassette","","","4.0000","true"
"MITSUBISHI ELECTRIC air conditioning systems europe ltd","MITSUBISHI ELECTRIC","P series","94.01.070","AC2/A/S/R","","","","","PUZ-ZM140YKA/PLA-ZM140EA","13.40","7.00","277.00","","","","","","","","","10.60","4.50","177.00","70","65","","","","","72","65","","","","","13.40","3.72","3.60","","","","","","","","9.90","","5.70","","6.40","","8.20","","4.50","","12.44","16.00","","4.31","","3.71","","","9.30","","2.80","","5.70","","4.60","","4.00","","6.01","","3.90","","7.30","-10","2.60","10.60","","","","","","","","","","","","","","","","20.00","","","","","20.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","Europe","400-3-50","R32","5m","Cassette","","","4.0000","true"
"MITSUBISHI ELECTRIC air conditioning systems europe ltd","MITSUBISHI ELECTRIC","P series","94.01.070","AC2/A/S/R","","","","","PUZ-ZM140VKA/PEAD-M140JA","13.40","5.70","225.00","","","","","","","","","10.60","4.00","157.00","70","","67","","","","","","","","","","13.40","3.63","3.69","","","","","","","","9.90","","5.00","","6.40","","6.90","","4.50","","7.70","16.00","","3.97","","4.03","","","9.30","","3.00","","6.00","","4.00","","4.00","","4.70","","4.10","","5.50","-10","2.70","10.60","","","","","","","","","","","","","","","","18.00","","","","","18.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","Europe","230-1-50","R32","5m","Ducted","","","4.0000","true"
"MITSUBISHI ELECTRIC air conditioning systems europe ltd","MITSUBISHI ELECTRIC","P series","94.01.070","AC2/A/S/R","","","","","PUZ-ZM140YKA/PEAD-M140JA","13.40","5.70","225.00","","","","","","","","","10.60","4.00","157.00","70","","67","","","","","","","","","","13.40","3.63","3.69","","","","","","","","9.90","","5.00","","6.40","","6.90","","4.50","","7.70","16.00","","3.97","","4.03","","","9.30","","3.00","","6.00","","4.00","","4.00","","4.70","","4.10","","5.50","-10","2.70","10.60","","","","","","","","","","","","","","","","23.00","","","","","23.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","Europe","400-3-50","R32","5m","Ducted","","","4.0000","true"
"MITSUBISHI ELECTRIC air conditioning systems europe ltd","MITSUBISHI ELECTRIC","P series","94.01.070","AC2/A/S/R","","","","","PUZ-ZM140VKA/PCA-M140KA","13.40","6.20","245.00","","","","","","","","","10.60","4.40","173.00","70","68","","","","","72","68","","","","","13.40","3.94","3.40","","","","","","","","9.80","","5.40","","6.30","","7.90","","4.30","","9.20","16.00","","4.43","","3.61","","","9.30","","2.70","","5.70","","4.60","","3.90","","5.50","","3.80","","6.30","-10","2.40","10.60","","","","","","","","","","","","","","","","18.00","","","","","18.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","Europe","230-1-50","R32","5m","Ceiling suspended","","","4.0000","true"
"MITSUBISHI ELECTRIC air conditioning systems europe ltd","MITSUBISHI ELECTRIC","P series","94.01.070","AC2/A/S/R","","","","","PUZ-ZM140YKA/PCA-M140KA","13.40","6.10","241.00","","","","","","","","","10.60","4.40","173.00","70","68","","","","","","","","","","","13.40","3.94","3.40","","","","","","","","9.80","","5.40","","6.30","","7.90","","4.30","","9.20","16.00","","4.43","","3.61","","","9.30","","2.70","","5.70","","4.60","","3.90","","5.50","","3.80","","6.30","-10","2.40","10.60","","","","","","","","","","","","","","","","23.00","","","","","23.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","Europe","400-3-50","R32","5m","Ceiling suspended","","","4.0000","true"
"MITSUBISHI ELECTRIC air conditioning systems europe ltd","MITSUBISHI ELECTRIC","P series","94.01.070","AC2/A/S/R","","","","","PUZ-ZM125VKA/PEAD-M125JA","12.50","5.80","229.00","","","","","","","","","9.30","3.90","153.00","70","","66","","","","","","","","","","12.50","3.33","3.75","","","","","","","","9.20","","5.30","","5.90","","7.00","","4.60","","7.80","14.00","","3.35","","4.18","","","8.20","","2.80","","5.00","","4.10","","3.90","","4.50","","4.00","","5.30","-10","2.50","9.30","","","","","","","","","","","","","","","","18.00","","","","","18.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","Europe","230-1-50","R32","5m","Ducted","","","4.0000","true"
"SAMSUNG Electronics Co.  Ltd","SAMSUNG","INVERTER","09.11.430","AC2/A/S/R","","","","","AC140KXADGH / AC140KNPDEH","13.40","5.50","217.00","","","","","","","","","7.80","4.00","157.00","70","63","","","","","72","63","","","","","13.40","4.32","3.10","","","","","","","","9.90","","4.30","","7.00","","6.10","","4.20","","10.30","15.50","","4.51","","3.44","","","6.80","","2.90","","4.20","","3.80","","3.20","","5.50","","3.90","","6.50","-10","2.60","7.80","","","","","","","","","","","","","","","","3.00","","","","","3.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","Variable","400-3-50","R410A","5m","Floor standing","","","","true"
"Foshan Midea Carrier Air-conditioning Equipment Co.  Ltd.","CARRIER","Cassette","16.12.020","AC2/A/S/R","","","","","42QTD048DS*/38QUS048DS*","13.40","5.51","217.40","","","","","","","","","10.70","4.00","157.00","75","67","","","","","","","","","","","13.40","5.58","2.40","","","","","","","","9.40","","4.10","","6.00","","6.20","","3.50","","11.60","15.50","","5.34","","2.90","","","9.50","","2.54","","5.90","","3.84","","3.80","","5.44","","2.50","","6.44","-7","2.50","9.50","","","","","","","","","","","","","","","","10.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","230-1-50","R410A","5 m","Cassette","","","","true"
"Foshan Midea Carrier Air-conditioning Equipment Co.  Ltd.","CARRIER","Ceiling&Floor","16.12.020","AC2/A/S/R","","","","","42QZL048DS*/38QUS048DS*","13.40","5.62","221.80","","","","","","","","","11.00","4.00","157.00","75","69","","","","","","","","","","","13.60","5.67","2.40","","","","","","","","9.10","","4.20","","5.90","","6.40","","3.40","","11.30","15.50","","5.34","","2.90","","","9.70","","2.60","","6.20","","3.92","","3.90","","5.30","","2.10","","5.50","-7","2.60","9.70","","","","","","","","","","","","","","","","10.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","230-1-50","R410A","5 m","Ceiling&Floor","","","","true"
"Foshan Midea Carrier Air-conditioning Equipment Co.  Ltd.","CARRIER","Duct","16.12.020","AC2/A/S/R","","","","","42QSS048DS*/38QUS048DS*","15.10","5.69","224.60","","","","","","","","","11.20","4.00","157.00","75","","71","","","","","","","","","","13.70","5.07","2.70","","","","","","","","11.00","","3.90","","6.80","","6.50","","3.30","","12.90","15.40","","4.40","","3.50","","","9.90","","2.64","","6.40","","3.84","","3.90","","5.34","","4.30","","6.44","-10","2.30","11.20","","","","","","","","","","","","","","","","10.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","230-1-50","R410A","5 m","Duct","","","","true"
"Foshan Midea Carrier Air-conditioning Equipment Co.  Ltd.","CARRIER","Cassette","16.12.020","AC2/A/S/R","","","","","42QTD048DS*/38QUS048DT*","13.60","5.88","232.20","","","","","","","","","10.63","4.00","157.00","75","67","","","","","","","","","","","13.40","5.36","2.50","","","","","","","","9.40","","4.20","","5.90","","6.90","","3.00","","12.00","15.50","","5.17","","3.00","","","9.40","","2.63","","5.80","","3.94","","3.70","","5.14","","3.70","","6.24","-7","2.60","9.40","","","","","","","","","","","","","","","","8.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","400-3-50","R410A","5 m","Cassette","","","","true"
"Foshan Midea Carrier Air-conditioning Equipment Co.  Ltd.","CARRIER","Ceiling&Floor","16.12.020","AC2/A/S/R","","","","","42QZL048DS*/38QUS048DT*","13.60","5.84","230.60","","","","","","","","","11.30","4.00","157.00","75","69","","","","","","","","","","","13.60","5.67","2.40","","","","","","","","9.60","","4.20","","6.20","","6.80","","3.10","","12.30","15.50","","5.17","","3.00","","","10.00","","2.60","","6.40","","3.90","","4.20","","5.40","","2.30","","5.40","-7","2.60","10.00","","","","","","","","","","","","","","","","10.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","400-3-50","R410A","5 m","Ceiling&Floor","","","","true"
"Foshan Midea Carrier Air-conditioning Equipment Co.  Ltd.","CARRIER","Duct","16.12.020","AC2/A/S/R","","","","","42QSS048DS*/38QUS048DT*","15.50","5.78","228.20","","","","","","","","","11.80","4.12","161.80","75","","71","","","","","","","","","","13.70","5.27","2.60","","","","","","","","11.50","","4.10","","7.20","","6.40","","3.20","","12.90","15.40","","4.16","","3.70","","","10.60","","2.70","","6.90","","4.00","","4.20","","5.40","","4.30","","6.50","-10","2.30","11.80","","","","","","","","","","","","","","","","10.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","400-3-50","R410A","5 m","Duct","","","","true"
"Foshan Midea Carrier Air-conditioning Equipment Co.  Ltd.","CARRIER","Cassette","16.12.020","AC2/A/S/R","","","","","42QTD060DS*/38QUS060DT*","13.70","5.80","229.00","","","","","","","","","10.29","4.00","157.00","77","70","","","","","","","","","","","15.10","6.29","2.40","","","","","","","","9.70","","4.20","","6.10","","6.70","","3.00","","10.90","18.00","","5.81","","3.10","","","9.10","","2.84","","5.80","","3.97","","3.70","","4.80","","2.90","","5.90","-7","2.80","9.10","","","","","","","","","","","","","","","","9.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","400-3-50","R410A","5 m","Cassette","","","","true"
"Foshan Midea Carrier Air-conditioning Equipment Co.  Ltd.","CARRIER","Ceiling&Floor","16.12.020","AC2/A/S/R","","","","","42QZL060DS*/38QUS060DT*","13.70","5.90","233.00","","","","","","","","","11.53","4.01","157.40","77","73","","","","","","","","","","","15.50","6.20","2.50","","","","","","","","9.90","","4.20","","6.60","","6.90","","3.60","","12.50","17.50","","5.65","","3.10","","","10.20","","2.70","","6.50","","3.80","","4.20","","5.40","","2.70","","6.00","-7","2.80","10.20","","","","","","","","","","","","","","","","11.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","400-3-50","R410A","5 m","Ceiling&Floor","","","","true"
"Foshan Midea Carrier Air-conditioning Equipment Co.  Ltd.","CARRIER","Duct","16.12.020","AC2/A/S/R","","","","","42QSS060DS*/38QUS060DT*","15.40","5.60","221.00","","","","","","","","","12.00","4.00","157.00","77","","76","","","","","","","","","","15.40","6.70","2.30","","","","","","","","11.60","","4.10","","7.30","","6.50","","3.30","","11.30","17.60","","5.18","","3.40","","","10.70","","2.80","","6.80","","3.90","","4.20","","5.00","","4.20","","6.00","-10","2.60","12.00","","","","","","","","","","","","","","","","11.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","400-3-50","R410A","5 m","Duct","","","","true"
"Foshan Midea Carrier Air-conditioning Equipment Co.  Ltd.","CIAT","Cassette","16.12.020","AC2/A/S/R","","","","","42HK48VSC/38HU48VSC","13.40","5.51","217.40","","","","","","","","","10.70","4.00","157.00","75","67","","","","","","","","","","","13.40","5.58","2.40","","","","","","","","9.40","","4.10","","6.00","","6.20","","3.50","","11.60","15.50","","5.34","","2.90","","","9.50","","2.54","","5.90","","3.84","","3.80","","5.44","","2.50","","6.44","-7","2.50","9.50","","","","","","","","","","","","","","","","10.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","230-1-50","R410A","5 m","Cassette","","","","true"
"Foshan Midea Carrier Air-conditioning Equipment Co.  Ltd.","CIAT","Ceiling&Floor","16.12.020","AC2/A/S/R","","","","","42HU48VSC/38HU48VSC","13.40","5.62","221.80","","","","","","","","","11.00","4.00","157.00","75","69","","","","","","","","","","","13.60","5.67","2.40","","","","","","","","9.10","","4.20","","5.90","","6.40","","3.40","","11.30","15.50","","5.34","","2.90","","","9.70","","2.60","","6.20","","3.92","","3.90","","5.30","","2.10","","5.50","-7","2.60","9.70","","","","","","","","","","","","","","","","10.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","230-1-50","R410A","5 m","Ceiling&Floor","","","","true"
"Foshan Midea Carrier Air-conditioning Equipment Co.  Ltd.","CIAT","Duct","16.12.020","AC2/A/S/R","","","","","42HY48VSC/38HU48VSC","15.10","5.69","224.60","","","","","","","","","11.20","4.00","157.00","75","","71","","","","","","","","","","13.70","5.07","2.70","","","","","","","","11.00","","3.90","","6.80","","6.50","","3.30","","12.90","15.40","","4.40","","3.50","","","9.90","","2.64","","6.40","","3.84","","3.90","","5.34","","4.30","","6.44","-10","2.30","11.20","","","","","","","","","","","","","","","","10.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","230-1-50","R410A","5 m","Duct","","","","true"
"Foshan Midea Carrier Air-conditioning Equipment Co.  Ltd.","CIAT","Cassette","16.12.020","AC2/A/S/R","","","","","42HK48VSC/38HU48VTC","13.60","5.88","232.20","","","","","","","","","10.63","4.00","157.00","75","67","","","","","","","","","","","13.40","5.36","2.50","","","","","","","","9.40","","4.20","","5.90","","6.90","","3.00","","12.00","15.50","","5.17","","3.00","","","9.40","","2.63","","5.80","","3.94","","3.70","","5.14","","3.70","","6.24","-7","2.60","9.40","","","","","","","","","","","","","","","","8.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","400-3-50","R410A","5 m","Cassette","","","","true"
"Foshan Midea Carrier Air-conditioning Equipment Co.  Ltd.","CIAT","Ceiling&Floor","16.12.020","AC2/A/S/R","","","","","42HU48VSC/38HU48VTC","13.60","5.84","230.60","","","","","","","","","11.30","4.00","157.00","75","69","","","","","","","","","","","13.60","5.67","2.40","","","","","","","","9.60","","4.20","","6.20","","6.80","","3.10","","12.30","15.50","","5.17","","3.00","","","10.00","","2.60","","6.40","","3.90","","4.20","","5.40","","2.30","","5.40","-7","2.60","10.00","","","","","","","","","","","","","","","","10.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","400-3-50","R410A","5 m","Ceiling&Floor","","","","true"
"Foshan Midea Carrier Air-conditioning Equipment Co.  Ltd.","CIAT","Duct","16.12.020","AC2/A/S/R","","","","","42HY48VSC/38HU48VTC","15.50","5.78","228.20","","","","","","","","","11.80","4.12","161.80","75","","71","","","","","","","","","","13.70","5.27","2.60","","","","","","","","11.50","","4.10","","7.20","","6.40","","3.20","","12.90","15.40","","4.16","","3.70","","","10.60","","2.70","","6.90","","4.00","","4.20","","5.40","","4.30","","6.50","-10","2.30","11.80","","","","","","","","","","","","","","","","10.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","400-3-50","R410A","5 m","Duct","","","","true"
"Foshan Midea Carrier Air-conditioning Equipment Co.  Ltd.","CIAT","Cassette","16.12.020","AC2/A/S/R","","","","","42HK60VSC/38HU60VTC","13.70","5.80","229.00","","","","","","","","","10.29","4.00","157.00","77","70","","","","","","","","","","","15.10","6.29","2.40","","","","","","","","9.70","","4.20","","6.10","","6.70","","3.00","","10.90","18.00","","5.81","","3.10","","","9.10","","2.84","","5.80","","3.97","","3.70","","4.80","","2.90","","5.90","-7","2.80","9.10","","","","","","","","","","","","","","","","9.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","400-3-50","R410A","5 m","Cassette","","","","true"
"Foshan Midea Carrier Air-conditioning Equipment Co.  Ltd.","CIAT","Ceiling&Floor","16.12.020","AC2/A/S/R","","","","","42HU60VSC/38HU60VTC","13.70","5.90","233.00","","","","","","","","","11.53","4.01","157.40","77","73","","","","","","","","","","","15.50","6.20","2.50","","","","","","","","9.90","","4.20","","6.60","","6.90","","3.60","","12.50","17.50","","5.65","","3.10","","","10.20","","2.70","","6.50","","3.80","","4.20","","5.40","","2.70","","6.00","-7","2.80","10.20","","","","","","","","","","","","","","","","11.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","400-3-50","R410A","5 m","Ceiling&Floor","","","","true"
"Foshan Midea Carrier Air-conditioning Equipment Co.  Ltd.","CIAT","Duct","16.12.020","AC2/A/S/R","","","","","42HY60VSC/38HU60VTC","15.40","5.60","221.00","","","","","","","","","12.00","4.00","157.00","77","","76","","","","","","","","","","15.40","6.70","2.30","","","","","","","","11.60","","4.10","","7.30","","6.50","","3.30","","11.30","17.60","","5.18","","3.40","","","10.70","","2.80","","6.80","","3.90","","4.20","","5.00","","4.20","","6.00","-10","2.60","12.00","","","","","","","","","","","","","","","","11.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","400-3-50","R410A","5 m","Duct","","","","true"
"Foshan Midea Carrier Air-conditioning Equipment Co.  Ltd.","RIELLO","Cassette","16.12.020","AC2/A/S/R","","","","","KC213HIM/AIC213HIM","13.40","5.51","217.40","","","","","","","","","10.70","4.00","157.00","75","67","","","","","","","","","","","13.40","5.58","2.40","","","","","","","","9.40","","4.10","","6.00","","6.20","","3.50","","11.60","15.50","","5.34","","2.90","","","9.50","","2.54","","5.90","","3.84","","3.80","","5.44","","2.50","","6.44","-7","2.50","9.50","","","","","","","","","","","","","","","","10.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","230-1-50","R410A","5 m","Cassette","","","","true"
"Foshan Midea Carrier Air-conditioning Equipment Co.  Ltd.","RIELLO","Ceiling&Floor","16.12.020","AC2/A/S/R","","","","","SC213HIM/AIC213HIM","13.40","5.62","221.80","","","","","","","","","11.00","4.00","157.00","75","69","","","","","","","","","","","13.60","5.67","2.40","","","","","","","","9.10","","4.20","","5.90","","6.40","","3.40","","11.30","15.50","","5.34","","2.90","","","9.70","","2.60","","6.20","","3.92","","3.90","","5.30","","2.10","","5.50","-7","2.60","9.70","","","","","","","","","","","","","","","","10.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","230-1-50","R410A","5 m","Ceiling&Floor","","","","true"
"Foshan Midea Carrier Air-conditioning Equipment Co.  Ltd.","RIELLO","Duct","16.12.020","AC2/A/S/R","","","","","DC213HIM/AIC213HIM","15.10","5.69","224.60","","","","","","","","","11.20","4.00","157.00","75","","71","","","","","","","","","","13.70","5.07","2.70","","","","","","","","11.00","","3.90","","6.80","","6.50","","3.30","","12.90","15.40","","4.40","","3.50","","","9.90","","2.64","","6.40","","3.84","","3.90","","5.34","","4.30","","6.44","-10","2.30","11.20","","","","","","","","","","","","","","","","10.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","230-1-50","R410A","5 m","Duct","","","","true"
"Foshan Midea Carrier Air-conditioning Equipment Co.  Ltd.","RIELLO","Cassette","16.12.020","AC2/A/S/R","","","","","KC213HIM/AIC213HIT","13.60","5.88","232.20","","","","","","","","","10.63","4.00","157.00","75","67","","","","","","","","","","","13.40","5.36","2.50","","","","","","","","9.40","","4.20","","5.90","","6.90","","3.00","","12.00","15.50","","5.17","","3.00","","","9.40","","2.63","","5.80","","3.94","","3.70","","5.14","","3.70","","6.24","-7","2.60","9.40","","","","","","","","","","","","","","","","8.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","400-3-50","R410A","5 m","Cassette","","","","true"
"Foshan Midea Carrier Air-conditioning Equipment Co.  Ltd.","RIELLO","Ceiling&Floor","16.12.020","AC2/A/S/R","","","","","SC213HIM/AIC213HIT","13.60","5.84","230.60","","","","","","","","","11.30","4.00","157.00","75","69","","","","","","","","","","","13.60","5.67","2.40","","","","","","","","9.60","","4.20","","6.20","","6.80","","3.10","","12.30","15.50","","5.17","","3.00","","","10.00","","2.60","","6.40","","3.90","","4.20","","5.40","","2.30","","5.40","-7","2.60","10.00","","","","","","","","","","","","","","","","10.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","400-3-50","R410A","5 m","Ceiling&Floor","","","","true"
"Foshan Midea Carrier Air-conditioning Equipment Co.  Ltd.","RIELLO","Duct","16.12.020","AC2/A/S/R","","","","","DC213HIM/AIC213HIT","15.50","5.78","228.20","","","","","","","","","11.80","4.12","161.80","75","","71","","","","","","","","","","13.70","5.27","2.60","","","","","","","","11.50","","4.10","","7.20","","6.40","","3.20","","12.90","15.40","","4.16","","3.70","","","10.60","","2.70","","6.90","","4.00","","4.20","","5.40","","4.30","","6.50","-10","2.30","11.80","","","","","","","","","","","","","","","","10.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","400-3-50","R410A","5 m","Duct","","","","true"
"Foshan Midea Carrier Air-conditioning Equipment Co.  Ltd.","RIELLO","Cassette","16.12.020","AC2/A/S/R","","","","","KC217HIM/AIC217HIT","13.70","5.80","229.00","","","","","","","","","10.29","4.00","157.00","77","70","","","","","","","","","","","15.10","6.29","2.40","","","","","","","","9.70","","4.20","","6.10","","6.70","","3.00","","10.90","18.00","","5.81","","3.10","","","9.10","","2.84","","5.80","","3.97","","3.70","","4.80","","2.90","","5.90","-7","2.80","9.10","","","","","","","","","","","","","","","","9.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","400-3-50","R410A","5 m","Cassette","","","","true"
"Foshan Midea Carrier Air-conditioning Equipment Co.  Ltd.","RIELLO","Ceiling&Floor","16.12.020","AC2/A/S/R","","","","","SC217HIM/AIC217HIT","13.70","5.90","233.00","","","","","","","","","11.53","4.01","157.40","77","73","","","","","","","","","","","15.50","6.20","2.50","","","","","","","","9.90","","4.20","","6.60","","6.90","","3.60","","12.50","17.50","","5.65","","3.10","","","10.20","","2.70","","6.50","","3.80","","4.20","","5.40","","2.70","","6.00","-7","2.80","10.20","","","","","","","","","","","","","","","","11.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","400-3-50","R410A","5 m","Ceiling&Floor","","","","true"
"Foshan Midea Carrier Air-conditioning Equipment Co.  Ltd.","RIELLO","Duct","16.12.020","AC2/A/S/R","","","","","DC217HIM/AIC217HIT","15.40","5.60","221.00","","","","","","","","","12.00","4.00","157.00","77","","76","","","","","","","","","","15.40","6.70","2.30","","","","","","","","11.60","","4.10","","7.30","","6.50","","3.30","","11.30","17.60","","5.18","","3.40","","","10.70","","2.80","","6.80","","3.90","","4.20","","5.00","","4.20","","6.00","-10","2.60","12.00","","","","","","","","","","","","","","","","11.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","400-3-50","R410A","5 m","Duct","","","","true"
